Faction,Race,Class,Level,Count
Alliance,Worgen,Rogue,19,48
Alliance,Worgen,Rogue,20,109
Alliance,Worgen,Rogue,21,39
Alliance,Worgen,Rogue,22,25
Alliance,Worgen,Rogue,23,21
Alliance,Worgen,Rogue,24,33
Alliance,Worgen,Rogue,25,36
Alliance,Worgen,Rogue,26,27
Alliance,Worgen,Rogue,27,25
Alliance,Worgen,Rogue,28,19
Alliance,Worgen,Rogue,29,16
Alliance,Worgen,Rogue,30,18
Alliance,Worgen,Rogue,31,21
Alliance,Worgen,Rogue,32,22
Alliance,Worgen,Rogue,33,23
Alliance,Worgen,Rogue,34,28
Alliance,Worgen,Rogue,35,17
Alliance,Worgen,Rogue,36,19
Alliance,Worgen,Rogue,37,21
Alliance,Worgen,Rogue,38,14
Alliance,Worgen,Rogue,39,17
Alliance,Worgen,Rogue,40,35
Alliance,Worgen,Rogue,41,27
Alliance,Worgen,Rogue,42,20
Alliance,Worgen,Rogue,43,16
Alliance,Worgen,Rogue,44,21
Alliance,Worgen,Rogue,45,15
Alliance,Worgen,Rogue,46,19
Alliance,Worgen,Rogue,47,20
Alliance,Worgen,Rogue,48,10
Alliance,Worgen,Rogue,49,17
Alliance,Worgen,Rogue,50,17
Alliance,Worgen,Rogue,51,10
Alliance,Worgen,Rogue,52,10
Alliance,Worgen,Rogue,53,26
Alliance,Worgen,Rogue,54,7
Alliance,Worgen,Rogue,55,14
Alliance,Worgen,Rogue,56,17
Alliance,Worgen,Rogue,57,11
Alliance,Worgen,Rogue,58,11
Alliance,Worgen,Rogue,59,4
Alliance,Worgen,Rogue,60,25
Alliance,Worgen,Rogue,61,20
Alliance,Worgen,Rogue,62,21
Alliance,Worgen,Rogue,63,18
Alliance,Worgen,Rogue,64,18
Alliance,Worgen,Rogue,65,14
Alliance,Worgen,Rogue,66,19
Alliance,Worgen,Rogue,67,16
Alliance,Worgen,Rogue,68,21
Alliance,Worgen,Rogue,69,17
Alliance,Worgen,Rogue,70,37
Alliance,Worgen,Rogue,71,14
Alliance,Worgen,Rogue,72,16
Alliance,Worgen,Rogue,73,12
Alliance,Worgen,Rogue,74,20
Alliance,Worgen,Rogue,75,13
Alliance,Worgen,Rogue,76,7
Alliance,Worgen,Rogue,77,11
Alliance,Worgen,Rogue,78,8
Alliance,Worgen,Rogue,79,12
Alliance,Worgen,Rogue,80,57
Alliance,Worgen,Rogue,81,35
Alliance,Worgen,Rogue,82,38
Alliance,Worgen,Rogue,83,30
Alliance,Worgen,Rogue,84,33
Alliance,Worgen,Rogue,85,368
Alliance,Worgen,Rogue,86,195
Alliance,Worgen,Rogue,87,143
Alliance,Worgen,Rogue,88,106
Alliance,Worgen,Rogue,89,109
Alliance,Worgen,Rogue,90,1430
Alliance,Worgen,Warlock,11,61
Alliance,Worgen,Warlock,12,58
Alliance,Worgen,Warlock,13,100
Alliance,Worgen,Warlock,14,71
Alliance,Worgen,Warlock,15,68
Alliance,Worgen,Warlock,16,34
Alliance,Worgen,Warlock,17,51
Alliance,Worgen,Warlock,18,38
Alliance,Worgen,Warlock,19,23
Alliance,Worgen,Warlock,20,64
Alliance,Worgen,Warlock,21,27
Alliance,Worgen,Warlock,22,41
Alliance,Worgen,Warlock,23,25
Alliance,Worgen,Warlock,24,32
Alliance,Worgen,Warlock,25,32
Alliance,Worgen,Warlock,26,31
Alliance,Worgen,Warlock,27,22
Alliance,Worgen,Warlock,28,17
Alliance,Worgen,Warlock,29,24
Alliance,Worgen,Warlock,30,17
Alliance,Worgen,Warlock,31,22
Alliance,Worgen,Warlock,32,16
Alliance,Worgen,Warlock,33,18
Alliance,Worgen,Warlock,34,16
Alliance,Worgen,Warlock,35,29
Alliance,Worgen,Warlock,36,23
Alliance,Worgen,Warlock,37,14
Alliance,Worgen,Warlock,38,13
Alliance,Worgen,Warlock,39,18
Alliance,Worgen,Warlock,40,22
Alliance,Worgen,Warlock,41,18
Alliance,Worgen,Warlock,42,23
Alliance,Worgen,Warlock,43,19
Alliance,Worgen,Warlock,44,14
Alliance,Worgen,Warlock,45,23
Alliance,Worgen,Warlock,46,15
Alliance,Worgen,Warlock,47,21
Alliance,Worgen,Warlock,48,16
Alliance,Worgen,Warlock,49,15
Alliance,Worgen,Warlock,50,22
Alliance,Worgen,Warlock,51,15
Alliance,Worgen,Warlock,52,16
Alliance,Worgen,Warlock,53,15
Alliance,Worgen,Warlock,54,18
Alliance,Worgen,Warlock,55,19
Alliance,Worgen,Warlock,56,18
Alliance,Worgen,Warlock,57,17
Alliance,Worgen,Warlock,58,13
Alliance,Worgen,Warlock,59,16
Alliance,Worgen,Warlock,60,24
Alliance,Worgen,Warlock,61,12
Alliance,Worgen,Warlock,62,14
Alliance,Worgen,Warlock,63,14
Alliance,Worgen,Warlock,64,16
Alliance,Worgen,Warlock,65,23
Alliance,Worgen,Warlock,66,22
Alliance,Worgen,Warlock,67,18
Alliance,Worgen,Warlock,68,12
Alliance,Worgen,Warlock,69,14
Alliance,Worgen,Warlock,70,31
Alliance,Worgen,Warlock,71,15
Alliance,Worgen,Warlock,72,16
Alliance,Worgen,Warlock,73,21
Alliance,Worgen,Warlock,74,16
Alliance,Worgen,Warlock,75,14
Alliance,Worgen,Warlock,76,19
Alliance,Worgen,Warlock,77,16
Alliance,Worgen,Warlock,78,11
Alliance,Worgen,Warlock,79,16
Alliance,Worgen,Warlock,80,42
Alliance,Worgen,Warlock,81,30
Alliance,Worgen,Warlock,82,34
Alliance,Worgen,Warlock,83,29
Alliance,Worgen,Warlock,84,31
Alliance,Worgen,Warlock,85,330
Alliance,Worgen,Warlock,86,127
Alliance,Worgen,Warlock,87,127
Alliance,Worgen,Warlock,88,102
Alliance,Worgen,Warlock,89,91
Alliance,Worgen,Warlock,90,1812
Alliance,Worgen,Warrior,11,80
Alliance,Worgen,Warrior,12,97
Alliance,Worgen,Warrior,13,134
Alliance,Worgen,Warrior,14,87
Alliance,Worgen,Warrior,15,73
Alliance,Worgen,Warrior,16,54
Alliance,Worgen,Warrior,17,66
Alliance,Worgen,Warrior,18,62
Alliance,Worgen,Warrior,19,52
Alliance,Worgen,Warrior,20,109
Alliance,Worgen,Warrior,21,44
Alliance,Worgen,Warrior,22,29
Alliance,Worgen,Warrior,23,28
Alliance,Worgen,Warrior,24,37
Alliance,Worgen,Warrior,25,34
Alliance,Worgen,Warrior,26,32
Alliance,Worgen,Warrior,27,27
Alliance,Worgen,Warrior,28,27
Alliance,Worgen,Warrior,29,25
Alliance,Worgen,Warrior,30,38
Alliance,Worgen,Warrior,31,31
Alliance,Worgen,Warrior,32,23
Alliance,Worgen,Warrior,33,26
Alliance,Worgen,Warrior,34,21
Alliance,Worgen,Warrior,35,21
Alliance,Worgen,Warrior,36,23
Alliance,Worgen,Warrior,37,22
Alliance,Worgen,Warrior,38,20
Alliance,Worgen,Warrior,39,19
Alliance,Worgen,Warrior,40,32
Alliance,Worgen,Warrior,41,19
Alliance,Worgen,Warrior,42,23
Alliance,Worgen,Warrior,43,28
Alliance,Worgen,Warrior,44,27
Alliance,Worgen,Warrior,45,25
Alliance,Worgen,Warrior,46,19
Alliance,Worgen,Warrior,47,17
Alliance,Worgen,Warrior,48,18
Alliance,Worgen,Warrior,49,16
Alliance,Worgen,Warrior,50,21
Alliance,Worgen,Warrior,51,16
Alliance,Worgen,Warrior,52,28
Alliance,Worgen,Warrior,53,21
Alliance,Worgen,Warrior,54,28
Alliance,Worgen,Warrior,55,23
Alliance,Worgen,Warrior,56,19
Alliance,Worgen,Warrior,57,17
Alliance,Worgen,Warrior,58,19
Alliance,Worgen,Warrior,59,12
Alliance,Worgen,Warrior,60,30
Alliance,Worgen,Warrior,61,16
Alliance,Worgen,Warrior,62,29
Alliance,Worgen,Warrior,63,23
Alliance,Worgen,Warrior,64,18
Alliance,Worgen,Warrior,65,24
Alliance,Worgen,Warrior,66,27
Alliance,Worgen,Warrior,67,31
Alliance,Worgen,Warrior,68,19
Alliance,Worgen,Warrior,69,22
Alliance,Worgen,Warrior,70,29
Alliance,Worgen,Warrior,71,28
Alliance,Worgen,Warrior,72,26
Alliance,Worgen,Warrior,73,14
Alliance,Worgen,Warrior,74,18
Alliance,Worgen,Warrior,75,21
Alliance,Worgen,Warrior,76,17
Alliance,Worgen,Warrior,77,17
Alliance,Worgen,Warrior,78,36
Alliance,Worgen,Warrior,79,24
Alliance,Worgen,Warrior,80,64
Alliance,Worgen,Warrior,81,32
Alliance,Worgen,Warrior,82,27
Alliance,Worgen,Warrior,83,34
Alliance,Worgen,Warrior,84,40
Alliance,Worgen,Warrior,85,395
Alliance,Worgen,Warrior,86,179
Alliance,Worgen,Warrior,87,186
Alliance,Worgen,Warrior,88,131
Alliance,Worgen,Warrior,89,115
Alliance,Worgen,Warrior,90,2121
Horde,Blood Elf,Death Knight,55,210
Horde,Blood Elf,Death Knight,56,113
Horde,Blood Elf,Death Knight,57,77
Horde,Blood Elf,Death Knight,58,262
Horde,Blood Elf,Death Knight,59,122
Horde,Blood Elf,Death Knight,60,191
Horde,Blood Elf,Death Knight,61,120
Horde,Blood Elf,Death Knight,62,108
Horde,Blood Elf,Death Knight,63,96
Horde,Blood Elf,Death Knight,64,93
Horde,Blood Elf,Death Knight,65,85
Horde,Blood Elf,Death Knight,66,80
Horde,Blood Elf,Death Knight,67,73
Horde,Blood Elf,Death Knight,68,67
Horde,Blood Elf,Death Knight,69,48
Horde,Blood Elf,Death Knight,70,94
Horde,Blood Elf,Death Knight,71,75
Horde,Blood Elf,Death Knight,72,66
Horde,Blood Elf,Death Knight,73,45
Horde,Blood Elf,Death Knight,74,52
Horde,Blood Elf,Death Knight,75,59
Horde,Blood Elf,Death Knight,76,60
Horde,Blood Elf,Death Knight,77,44
Horde,Blood Elf,Death Knight,78,44
Horde,Blood Elf,Death Knight,79,31
Horde,Blood Elf,Death Knight,80,177
Horde,Blood Elf,Death Knight,81,99
Horde,Blood Elf,Death Knight,82,103
Horde,Blood Elf,Death Knight,83,104
Horde,Blood Elf,Death Knight,84,99
Horde,Blood Elf,Death Knight,85,945
Horde,Blood Elf,Death Knight,86,434
Horde,Blood Elf,Death Knight,87,419
Horde,Blood Elf,Death Knight,88,318
Horde,Blood Elf,Death Knight,89,289
Horde,Blood Elf,Death Knight,90,5138
Horde,Blood Elf,Hunter,11,90
Horde,Blood Elf,Hunter,12,82
Horde,Blood Elf,Hunter,13,73
Horde,Blood Elf,Hunter,14,55
Horde,Blood Elf,Hunter,15,66
Horde,Blood Elf,Hunter,16,49
Horde,Blood Elf,Hunter,17,62
Horde,Blood Elf,Hunter,18,59
Horde,Blood Elf,Hunter,19,72
Horde,Blood Elf,Hunter,20,141
Horde,Blood Elf,Hunter,21,53
Horde,Blood Elf,Hunter,22,61
Horde,Blood Elf,Hunter,23,40
Horde,Blood Elf,Hunter,24,51
Horde,Blood Elf,Hunter,25,39
Horde,Blood Elf,Hunter,26,36
Horde,Blood Elf,Hunter,27,47
Horde,Blood Elf,Hunter,28,27
Horde,Blood Elf,Hunter,29,32
Horde,Blood Elf,Hunter,30,30
Horde,Blood Elf,Hunter,31,26
Horde,Blood Elf,Hunter,32,40
Horde,Blood Elf,Hunter,33,29
Horde,Blood Elf,Hunter,34,43
Horde,Blood Elf,Hunter,35,30
Horde,Blood Elf,Hunter,36,26
Horde,Blood Elf,Hunter,37,20
Horde,Blood Elf,Hunter,38,25
Horde,Blood Elf,Hunter,39,22
Horde,Blood Elf,Hunter,40,42
Horde,Blood Elf,Hunter,41,51
Horde,Blood Elf,Hunter,42,31
Horde,Blood Elf,Hunter,43,33
Horde,Blood Elf,Hunter,44,30
Horde,Blood Elf,Hunter,45,31
Horde,Blood Elf,Hunter,46,31
Horde,Blood Elf,Hunter,47,30
Horde,Blood Elf,Hunter,48,27
Horde,Blood Elf,Hunter,49,16
Horde,Blood Elf,Hunter,50,21
Horde,Blood Elf,Hunter,51,22
Horde,Blood Elf,Hunter,52,25
Horde,Blood Elf,Hunter,53,25
Horde,Blood Elf,Hunter,54,20
Horde,Blood Elf,Hunter,55,31
Horde,Blood Elf,Hunter,56,25
Horde,Blood Elf,Hunter,57,22
Horde,Blood Elf,Hunter,58,32
Horde,Blood Elf,Hunter,59,14
Horde,Blood Elf,Hunter,60,33
Horde,Blood Elf,Hunter,61,25
Horde,Blood Elf,Hunter,62,29
Horde,Blood Elf,Hunter,63,33
Horde,Blood Elf,Hunter,64,36
Horde,Blood Elf,Hunter,65,35
Horde,Blood Elf,Hunter,66,42
Horde,Blood Elf,Hunter,67,39
Horde,Blood Elf,Hunter,68,38
Horde,Blood Elf,Hunter,69,44
Horde,Blood Elf,Hunter,70,56
Horde,Blood Elf,Hunter,71,29
Horde,Blood Elf,Hunter,72,35
Horde,Blood Elf,Hunter,73,45
Horde,Blood Elf,Hunter,74,32
Horde,Blood Elf,Hunter,75,41
Horde,Blood Elf,Hunter,76,29
Horde,Blood Elf,Hunter,77,27
Horde,Blood Elf,Hunter,78,40
Horde,Blood Elf,Hunter,79,27
Horde,Blood Elf,Hunter,80,93
Horde,Blood Elf,Hunter,81,69
Horde,Blood Elf,Hunter,82,67
Horde,Blood Elf,Hunter,83,55
Horde,Blood Elf,Hunter,84,91
Horde,Blood Elf,Hunter,85,665
Horde,Blood Elf,Hunter,86,320
Horde,Blood Elf,Hunter,87,315
Horde,Blood Elf,Hunter,88,256
Horde,Blood Elf,Hunter,89,211
Horde,Blood Elf,Hunter,90,3845
Horde,Blood Elf,Mage,11,67
Horde,Blood Elf,Mage,12,63
Horde,Blood Elf,Mage,13,63
Horde,Blood Elf,Mage,14,49
Horde,Blood Elf,Mage,15,51
Horde,Blood Elf,Mage,16,41
Horde,Blood Elf,Mage,17,25
Horde,Blood Elf,Mage,18,44
Horde,Blood Elf,Mage,19,55
Horde,Blood Elf,Mage,20,78
Horde,Blood Elf,Mage,21,40
Horde,Blood Elf,Mage,22,32
Horde,Blood Elf,Mage,23,29
Horde,Blood Elf,Mage,24,35
Horde,Blood Elf,Mage,25,36
Horde,Blood Elf,Mage,26,33
Horde,Blood Elf,Mage,27,42
Horde,Blood Elf,Mage,28,22
Horde,Blood Elf,Mage,29,37
Horde,Blood Elf,Mage,30,31
Horde,Blood Elf,Mage,31,16
Horde,Blood Elf,Mage,32,22
Horde,Blood Elf,Mage,33,31
Horde,Blood Elf,Mage,34,26
Horde,Blood Elf,Mage,35,24
Horde,Blood Elf,Mage,36,22
Horde,Blood Elf,Mage,37,24
Horde,Blood Elf,Mage,38,13
Horde,Blood Elf,Mage,39,27
Horde,Blood Elf,Mage,40,27
Horde,Blood Elf,Mage,41,36
Horde,Blood Elf,Mage,42,38
Horde,Blood Elf,Mage,43,24
Horde,Blood Elf,Mage,44,39
Horde,Blood Elf,Mage,45,34
Horde,Blood Elf,Mage,46,26
Horde,Blood Elf,Mage,47,22
Horde,Blood Elf,Mage,48,27
Horde,Blood Elf,Mage,49,15
Horde,Blood Elf,Mage,50,36
Horde,Blood Elf,Mage,51,22
Horde,Blood Elf,Mage,52,24
Horde,Blood Elf,Mage,53,26
Horde,Blood Elf,Mage,54,33
Horde,Blood Elf,Mage,55,30
Horde,Blood Elf,Mage,56,27
Horde,Blood Elf,Mage,57,21
Horde,Blood Elf,Mage,58,13
Horde,Blood Elf,Mage,59,5
Horde,Blood Elf,Mage,60,27
Horde,Blood Elf,Mage,61,20
Horde,Blood Elf,Mage,62,17
Horde,Blood Elf,Mage,63,18
Horde,Blood Elf,Mage,64,21
Horde,Blood Elf,Mage,65,18
Horde,Blood Elf,Mage,66,21
Horde,Blood Elf,Mage,67,24
Horde,Blood Elf,Mage,68,29
Horde,Blood Elf,Mage,69,27
Horde,Blood Elf,Mage,70,39
Horde,Blood Elf,Mage,71,23
Horde,Blood Elf,Mage,72,21
Horde,Blood Elf,Mage,73,23
Horde,Blood Elf,Mage,74,19
Horde,Blood Elf,Mage,75,30
Horde,Blood Elf,Mage,76,23
Horde,Blood Elf,Mage,77,28
Horde,Blood Elf,Mage,78,18
Horde,Blood Elf,Mage,79,31
Horde,Blood Elf,Mage,80,128
Horde,Blood Elf,Mage,81,83
Horde,Blood Elf,Mage,82,66
Horde,Blood Elf,Mage,83,76
Horde,Blood Elf,Mage,84,77
Horde,Blood Elf,Mage,85,970
Horde,Blood Elf,Mage,86,457
Horde,Blood Elf,Mage,87,419
Horde,Blood Elf,Mage,88,382
Horde,Blood Elf,Mage,89,314
Horde,Blood Elf,Mage,90,4617
Horde,Blood Elf,Monk,11,43
Horde,Blood Elf,Monk,12,27
Horde,Blood Elf,Monk,13,29
Horde,Blood Elf,Monk,14,29
Horde,Blood Elf,Monk,15,36
Horde,Blood Elf,Monk,16,16
Horde,Blood Elf,Monk,17,27
Horde,Blood Elf,Monk,18,21
Horde,Blood Elf,Monk,19,30
Horde,Blood Elf,Monk,20,39
Horde,Blood Elf,Monk,21,23
Horde,Blood Elf,Monk,22,28
Horde,Blood Elf,Monk,23,24
Horde,Blood Elf,Monk,24,22
Horde,Blood Elf,Monk,25,24
Horde,Blood Elf,Monk,26,21
Horde,Blood Elf,Monk,27,19
Horde,Blood Elf,Monk,28,21
Horde,Blood Elf,Monk,29,23
Horde,Blood Elf,Monk,30,16
Horde,Blood Elf,Monk,31,35
Horde,Blood Elf,Monk,32,30
Horde,Blood Elf,Monk,33,17
Horde,Blood Elf,Monk,34,11
Horde,Blood Elf,Monk,35,21
Horde,Blood Elf,Monk,36,19
Horde,Blood Elf,Monk,37,14
Horde,Blood Elf,Monk,38,8
Horde,Blood Elf,Monk,39,17
Horde,Blood Elf,Monk,40,29
Horde,Blood Elf,Monk,41,25
Horde,Blood Elf,Monk,42,28
Horde,Blood Elf,Monk,43,10
Horde,Blood Elf,Monk,44,22
Horde,Blood Elf,Monk,45,20
Horde,Blood Elf,Monk,46,13
Horde,Blood Elf,Monk,47,21
Horde,Blood Elf,Monk,48,18
Horde,Blood Elf,Monk,49,14
Horde,Blood Elf,Monk,50,9
Horde,Blood Elf,Monk,51,21
Horde,Blood Elf,Monk,52,13
Horde,Blood Elf,Monk,53,17
Horde,Blood Elf,Monk,54,10
Horde,Blood Elf,Monk,55,25
Horde,Blood Elf,Monk,56,16
Horde,Blood Elf,Monk,57,27
Horde,Blood Elf,Monk,58,8
Horde,Blood Elf,Monk,59,7
Horde,Blood Elf,Monk,60,18
Horde,Blood Elf,Monk,61,14
Horde,Blood Elf,Monk,62,17
Horde,Blood Elf,Monk,63,21
Horde,Blood Elf,Monk,64,21
Horde,Blood Elf,Monk,65,22
Horde,Blood Elf,Monk,66,20
Horde,Blood Elf,Monk,67,22
Horde,Blood Elf,Monk,68,27
Horde,Blood Elf,Monk,69,25
Horde,Blood Elf,Monk,70,17
Horde,Blood Elf,Monk,71,11
Horde,Blood Elf,Monk,72,11
Horde,Blood Elf,Monk,73,14
Horde,Blood Elf,Monk,74,19
Horde,Blood Elf,Monk,75,11
Horde,Blood Elf,Monk,76,15
Horde,Blood Elf,Monk,77,11
Horde,Blood Elf,Monk,78,19
Horde,Blood Elf,Monk,79,12
Horde,Blood Elf,Monk,80,25
Horde,Blood Elf,Monk,81,13
Horde,Blood Elf,Monk,82,21
Horde,Blood Elf,Monk,83,20
Horde,Blood Elf,Monk,84,13
Horde,Blood Elf,Monk,85,39
Horde,Blood Elf,Monk,86,55
Horde,Blood Elf,Monk,87,29
Horde,Blood Elf,Monk,88,25
Horde,Blood Elf,Monk,89,39
Horde,Blood Elf,Monk,90,618
Horde,Blood Elf,Paladin,11,87
Horde,Blood Elf,Paladin,12,81
Horde,Blood Elf,Paladin,13,92
Horde,Blood Elf,Paladin,14,97
Horde,Blood Elf,Paladin,15,76
Horde,Blood Elf,Paladin,16,49
Horde,Blood Elf,Paladin,17,52
Horde,Blood Elf,Paladin,18,67
Horde,Blood Elf,Paladin,19,88
Horde,Blood Elf,Paladin,20,257
Horde,Blood Elf,Paladin,21,75
Horde,Blood Elf,Paladin,22,82
Horde,Blood Elf,Paladin,23,82
Horde,Blood Elf,Paladin,24,88
Horde,Blood Elf,Paladin,25,71
Horde,Blood Elf,Paladin,26,53
Horde,Blood Elf,Paladin,27,63
Horde,Blood Elf,Paladin,28,60
Horde,Blood Elf,Paladin,29,62
Horde,Blood Elf,Paladin,30,85
Horde,Blood Elf,Paladin,31,71
Horde,Blood Elf,Paladin,32,63
Horde,Blood Elf,Paladin,33,47
Horde,Blood Elf,Paladin,34,56
Horde,Blood Elf,Paladin,35,51
Horde,Blood Elf,Paladin,36,47
Horde,Blood Elf,Paladin,37,55
Horde,Blood Elf,Paladin,38,40
Horde,Blood Elf,Paladin,39,48
Horde,Blood Elf,Paladin,40,69
Horde,Blood Elf,Paladin,41,89
Horde,Blood Elf,Paladin,42,79
Horde,Blood Elf,Paladin,43,68
Horde,Blood Elf,Paladin,44,58
Horde,Blood Elf,Paladin,45,66
Horde,Blood Elf,Paladin,46,52
Horde,Blood Elf,Paladin,47,63
Horde,Blood Elf,Paladin,48,59
Horde,Blood Elf,Paladin,49,43
Horde,Blood Elf,Paladin,50,64
Horde,Blood Elf,Paladin,51,55
Horde,Blood Elf,Paladin,52,52
Horde,Blood Elf,Paladin,53,52
Horde,Blood Elf,Paladin,54,53
Horde,Blood Elf,Paladin,55,61
Horde,Blood Elf,Paladin,56,55
Horde,Blood Elf,Paladin,57,48
Horde,Blood Elf,Paladin,58,48
Horde,Blood Elf,Paladin,59,36
Horde,Blood Elf,Paladin,60,69
Horde,Blood Elf,Paladin,61,64
Horde,Blood Elf,Paladin,62,58
Horde,Blood Elf,Paladin,63,47
Horde,Blood Elf,Paladin,64,52
Horde,Blood Elf,Paladin,65,69
Horde,Blood Elf,Paladin,66,68
Horde,Blood Elf,Paladin,67,66
Horde,Blood Elf,Paladin,68,76
Horde,Blood Elf,Paladin,69,53
Horde,Blood Elf,Paladin,70,115
Horde,Blood Elf,Paladin,71,68
Horde,Blood Elf,Paladin,72,61
Horde,Blood Elf,Paladin,73,71
Horde,Blood Elf,Paladin,74,58
Horde,Blood Elf,Paladin,75,70
Horde,Blood Elf,Paladin,76,59
Horde,Blood Elf,Paladin,77,69
Horde,Blood Elf,Paladin,78,75
Horde,Blood Elf,Paladin,79,67
Horde,Blood Elf,Paladin,80,311
Horde,Blood Elf,Paladin,81,201
Horde,Blood Elf,Paladin,82,178
Horde,Blood Elf,Paladin,83,179
Horde,Blood Elf,Paladin,84,215
Horde,Blood Elf,Paladin,85,2168
Horde,Blood Elf,Paladin,86,965
Horde,Blood Elf,Paladin,87,891
Horde,Blood Elf,Paladin,88,803
Horde,Blood Elf,Paladin,89,642
Horde,Blood Elf,Paladin,90,14081
Horde,Blood Elf,Priest,11,50
Horde,Blood Elf,Priest,12,38
Horde,Blood Elf,Priest,13,61
Horde,Blood Elf,Priest,14,72
Horde,Blood Elf,Priest,15,41
Horde,Blood Elf,Priest,16,28
Horde,Blood Elf,Priest,17,45
Horde,Blood Elf,Priest,18,24
Horde,Blood Elf,Priest,19,56
Horde,Blood Elf,Priest,20,99
Horde,Blood Elf,Priest,21,40
Horde,Blood Elf,Priest,22,48
Horde,Blood Elf,Priest,23,36
Horde,Blood Elf,Priest,24,52
Horde,Blood Elf,Priest,25,43
Horde,Blood Elf,Priest,26,43
Horde,Blood Elf,Priest,27,39
Horde,Blood Elf,Priest,28,28
Horde,Blood Elf,Priest,29,39
Horde,Blood Elf,Priest,30,30
Horde,Blood Elf,Priest,31,40
Horde,Blood Elf,Priest,32,33
Horde,Blood Elf,Priest,33,34
Horde,Blood Elf,Priest,34,28
Horde,Blood Elf,Priest,35,27
Horde,Blood Elf,Priest,36,28
Horde,Blood Elf,Priest,37,32
Horde,Blood Elf,Priest,38,21
Horde,Blood Elf,Priest,39,29
Horde,Blood Elf,Priest,40,50
Horde,Blood Elf,Priest,41,33
Horde,Blood Elf,Priest,42,44
Horde,Blood Elf,Priest,43,43
Horde,Blood Elf,Priest,44,38
Horde,Blood Elf,Priest,45,35
Horde,Blood Elf,Priest,46,17
Horde,Blood Elf,Priest,47,29
Horde,Blood Elf,Priest,48,29
Horde,Blood Elf,Priest,49,41
Horde,Blood Elf,Priest,50,33
Horde,Blood Elf,Priest,51,24
Horde,Blood Elf,Priest,52,31
Horde,Blood Elf,Priest,53,35
Horde,Blood Elf,Priest,54,38
Horde,Blood Elf,Priest,55,25
Horde,Blood Elf,Priest,56,41
Horde,Blood Elf,Priest,57,27
Horde,Blood Elf,Priest,58,29
Horde,Blood Elf,Priest,59,13
Horde,Blood Elf,Priest,60,51
Horde,Blood Elf,Priest,61,27
Horde,Blood Elf,Priest,62,39
Horde,Blood Elf,Priest,63,23
Horde,Blood Elf,Priest,64,30
Horde,Blood Elf,Priest,65,25
Horde,Blood Elf,Priest,66,48
Horde,Blood Elf,Priest,67,42
Horde,Blood Elf,Priest,68,44
Horde,Blood Elf,Priest,69,30
Horde,Blood Elf,Priest,70,64
Horde,Blood Elf,Priest,71,33
Horde,Blood Elf,Priest,72,30
Horde,Blood Elf,Priest,73,46
Horde,Blood Elf,Priest,74,31
Horde,Blood Elf,Priest,75,45
Horde,Blood Elf,Priest,76,39
Horde,Blood Elf,Priest,77,31
Horde,Blood Elf,Priest,78,47
Horde,Blood Elf,Priest,79,37
Horde,Blood Elf,Priest,80,123
Horde,Blood Elf,Priest,81,86
Horde,Blood Elf,Priest,82,79
Horde,Blood Elf,Priest,83,69
Horde,Blood Elf,Priest,84,90
Horde,Blood Elf,Priest,85,865
Horde,Blood Elf,Priest,86,446
Horde,Blood Elf,Priest,87,409
Horde,Blood Elf,Priest,88,320
Horde,Blood Elf,Priest,89,337
Horde,Blood Elf,Priest,90,5916
Horde,Blood Elf,Rogue,11,58
Horde,Blood Elf,Rogue,12,45
Horde,Blood Elf,Rogue,13,55
Horde,Blood Elf,Rogue,14,45
Horde,Blood Elf,Rogue,15,44
Horde,Blood Elf,Rogue,16,34
Horde,Blood Elf,Rogue,17,35
Horde,Blood Elf,Rogue,18,30
Horde,Blood Elf,Rogue,19,47
Horde,Blood Elf,Rogue,20,131
Horde,Blood Elf,Rogue,21,36
Horde,Blood Elf,Rogue,22,39
Horde,Blood Elf,Rogue,23,30
Horde,Blood Elf,Rogue,24,42
Horde,Blood Elf,Rogue,25,25
Horde,Blood Elf,Rogue,26,24
Horde,Blood Elf,Rogue,27,27
Horde,Blood Elf,Rogue,28,17
Horde,Blood Elf,Rogue,29,19
Horde,Blood Elf,Rogue,30,23
Horde,Blood Elf,Rogue,31,28
Horde,Blood Elf,Rogue,32,26
Horde,Blood Elf,Rogue,33,20
Horde,Blood Elf,Rogue,34,25
Horde,Blood Elf,Rogue,35,29
Horde,Blood Elf,Rogue,36,19
Horde,Blood Elf,Rogue,37,20
Horde,Blood Elf,Rogue,38,21
Horde,Blood Elf,Rogue,39,23
Horde,Blood Elf,Rogue,40,33
Horde,Blood Elf,Rogue,41,24
Horde,Blood Elf,Rogue,42,29
Horde,Blood Elf,Rogue,43,30
Horde,Blood Elf,Rogue,44,25
Horde,Blood Elf,Rogue,45,34
Horde,Blood Elf,Rogue,46,24
Horde,Blood Elf,Rogue,47,14
Horde,Blood Elf,Rogue,48,22
Horde,Blood Elf,Rogue,49,19
Horde,Blood Elf,Rogue,50,27
Horde,Blood Elf,Rogue,51,19
Horde,Blood Elf,Rogue,52,14
Horde,Blood Elf,Rogue,53,21
Horde,Blood Elf,Rogue,54,14
Horde,Blood Elf,Rogue,55,19
Horde,Blood Elf,Rogue,56,20
Horde,Blood Elf,Rogue,57,19
Horde,Blood Elf,Rogue,58,20
Horde,Blood Elf,Rogue,59,16
Horde,Blood Elf,Rogue,60,33
Horde,Blood Elf,Rogue,61,13
Horde,Blood Elf,Rogue,62,16
